vehicle_id,month,miles,fsd_miles,manual_miles,heat_index,tread_loss_mm,ntwr_obs_mm_per_1k
TX-02552,2025-07,1112.115972659249,0.0,1112.115972659249,1.25,0.3192581072800677,0.28707267508861506
TX-02552,2025-08,579.5979431374552,0.0,579.5979431374552,1.22,0.16533030831701187,0.28524999143725877
TX-02552,2025-09,1366.780040419164,0.0,1366.780040419164,1.1,0.3799091642874943,0.27795925683183365
TX-02552,2025-10,941.0423666554302,0.0,941.0423666554302,0.9,0.2501366199699034,0.2658080324894584
TX-02552,2025-11,1475.4518036992122,0.0,1475.4518036992122,0.7,0.3742583951011988,0.25365680814708313
TX-02552,2025-12,232.55867421634701,0.0,232.55867421634701,0.58,0.05729456743473503,0.246366073541658
TX-02247,2025-01,2129.432866861127,210.06399616021707,1919.3688707009098,0.55,0.4683433991212569,0.21993809075165383
TX-02247,2025-02,1557.9192827128531,153.68540390010975,1404.2338788127433,0.6,0.3469022620581571,0.22267024094732651
TX-02247,2025-03,3692.740791053751,364.2809780127156,3328.4598130410354,0.75,0.8525308491244983,0.2308666915343447
TX-02247,2025-04,1270.3195903231465,125.31430959701288,1145.0052807261336,0.9,0.30368659276097376,0.23906314212136281
TX-02247,2025-05,3575.17905725895,352.6837645101074,3222.4952927488425,1.05,0.8839973175573814,0.24725959270838097
TX-02247,2025-06,1314.7709092121113,129.6993370969275,1185.0715721151837,1.2,0.3358661743072203,0.25545604329539906
TX-02247,2025-07,506.8239056790128,49.9970938897909,456.8268117892219,1.25,0.1308559486253537,0.25818819349107186
TX-02247,2025-08,2560.3548716326072,252.57352992593815,2307.781341706669,1.22,0.6568562345647744,0.2565489033736682
TX-02247,2025-09,1482.3425095848697,146.2299169358458,1336.112592649024,1.1,0.37057338755189057,0.24999174290405374
TX-02247,2025-10,1168.3216364403597,115.25242968230738,1053.0692067580524,0.9,0.2793026414158049,0.23906314212136284
TX-02247,2025-11,3104.6896548456216,306.2709916258135,2798.418663219808,0.7,0.7082869504071255,0.22813454133867192
TX-02247,2025-12,2445.525680272078,241.245875887896,2204.2798043841817,0.58,0.5418731750827069,0.22157738086905743
TX-00271,2025-01,94.33234513592237,58.37829586068271,35.954049275239655,0.55,0.0223913304455438,0.23736641353801174
TX-00271,2025-02,1671.0831378881485,1034.1626267306992,636.9205111574493,0.6,0.4015864522968331,0.24031506463786284
TX-00271,2025-03,1035.5146525811908,640.836191121432,394.67846145975886,0.75,0.25800988492623933,0.24916101793741613
TX-00271,2025-04,583.3258081479445,360.9956538466754,222.3301543012691,0.9,0.15050212500460858,0.2580069712369693
TX-00271,2025-05,717.4617646280647,444.00672011105223,273.4550445170124,1.05,0.19145677013413323,0.26685292453652254
TX-00271,2025-06,128.7252878646203,79.66263246063076,49.06265540398954,1.2,0.03548941741340164,0.27569887783607583
TX-00271,2025-07,407.73142613054705,252.3277227132453,155.40370341730176,1.25,0.11361335436079834,0.27864752893592687
TX-00271,2025-08,1897.317555420996,1174.1695325440946,723.1480228769015,1.22,0.5253261319268787,0.2768783382760162
TX-00271,2025-09,907.2158234033473,561.4374758925114,345.77834751083583,1.1,0.24476825859647322,0.2698015756363737
TX-00271,2025-10,2094.871535889911,1296.4273297360576,798.4442061538532,0.9,0.540491460105494,0.25800697123696936
TX-00271,2025-11,1129.057055433518,698.725625136497,430.3314302970209,0.7,0.2779878099129383,0.246212366837565
TX-00271,2025-12,715.2277769634597,442.62419969723754,272.6035772662222,0.58,0.17103642658329385,0.23913560419792243
TX-00602,2025-01,1365.9033220045133,884.7082029570306,481.19511904748265,0.55,0.28938431111481855,0.2118629528553576
TX-00602,2025-02,1779.043594524454,1152.3029749895763,626.7406195348776,0.6,0.38159558359429024,0.2144947907790266
TX-00602,2025-03,790.8218737233996,512.2226350062489,278.5992387171507,0.75,0.17587111734217517,0.22239030455003378
TX-00602,2025-04,1607.0706088979168,1040.9144831250649,566.156125772852,0.9,0.37008557026975025,0.23028581832104092
TX-00602,2025-05,1380.5026914718358,894.164349462909,486.3383420089268,1.05,0.3288099700114194,0.238181332092048
TX-00602,2025-06,2732.517366135017,1769.8767472023187,962.6406189326981,1.2,0.6724092547245278,0.24607684586305512
TX-00602,2025-07,1069.5467682823544,692.7553247011247,376.7914435812297,1.25,0.26600556898784883,0.2487086837867242
TX-00602,2025-08,809.7175078625171,524.461511838629,285.2559960238881,1.22,0.20010514847276228,0.24712958103252275
TX-00602,2025-09,1161.8616564491745,752.5485307798612,409.3131256693133,1.1,0.2797915886092377,0.2408131700157171
TX-00602,2025-10,870.2309460064259,563.6566248840252,306.57432112240076,0.9,0.20040184552938334,0.2302858183210409
TX-00602,2025-11,1629.886270422351,1055.6923979169665,574.1938725053844,0.7,0.3581813075633803,0.21975846662636472
TX-00602,2025-12,677.8868762663394,439.07359360516034,238.81328266117907,0.58,0.14468956834103028,0.21344205560955903
TX-02442,2025-01,942.4588740870378,0.0,942.4588740870378,0.55,0.20649262254430115,0.21909987610263743
TX-02442,2025-02,2008.7589393798237,0.0,2008.7589393798237,0.6,0.44558614945542924,0.22182161369397455
TX-02442,2025-03,564.6449075224675,0.0,564.6449075224675,0.75,0.12986089036240167,0.22998682646798588
TX-02442,2025-04,2185.803476333716,0.0,2185.803476333716,0.9,0.520553555271121,0.2381520392419972
TX-02442,2025-05,2795.415552041747,0.0,2795.415552041747,1.05,0.6885590770217366,0.24631725201600851
TX-02442,2025-06,1364.6163228088058,0.0,1364.6163228088058,1.2,0.3472709253210783,0.25448246479001985
TX-02442,2025-07,774.4705881557422,0.0,774.4705881557422,1.25,0.19919708989441812,0.257204202381357
TX-02442,2025-08,1240.110962114079,0.0,1240.110962114079,1.22,0.31693659690111986,0.2555711598265547
TX-02442,2025-09,798.5516294195291,0.0,798.5516294195291,1.1,0.19887049093993908,0.2490389896073457
TX-02442,2025-10,1913.6428925524217,0.0,1913.6428925524217,0.9,0.4557379572423133,0.23815203924199718
TX-02442,2025-11,3040.692351769273,0.0,3040.692351769273,0.7,0.6910432175713899,0.2272650888766487
TX-02442,2025-12,916.0853764317843,0.0,916.0853764317843,0.58,0.20221019887918704,0.22073291865743966
TX-03287,2025-01,1500.254034993822,159.45954553060207,1340.7944894632199,0.55,0.2444533511684485,0.16294130558326086
TX-03287,2025-02,1245.3781277858366,132.36920257394897,1113.0089252118876,0.6,0.20544432737925833,0.16496542118056845
TX-03287,2025-03,1528.090134128442,162.418198941169,1365.671935187273,0.75,0.26136112580211346,0.1710377679724912
TX-03287,2025-04,940.9281040363802,100.00970792071898,840.9183961156613,0.9,0.16664788449094575,0.177110114764414
TX-03287,2025-05,803.0171760913004,85.35138114346982,717.6657949478306,1.05,0.14709866298842272,0.18318246155633675
TX-03287,2025-06,464.7735795209997,49.4000229536826,415.3735565673171,1.2,0.08796063471758134,0.1892548083482595
TX-03287,2025-07,1801.6387916083584,191.4932379577669,1610.1455536505914,1.25,0.34461552939743856,0.1912789239455671
TX-03287,2025-08,1154.0492692111163,122.66200769730698,1031.3872615138093,1.22,0.2193437449193474,0.19006445458718252
TX-03287,2025-09,928.6834586114597,98.70824460244219,829.9752140090176,1.1,0.1719982846286366,0.18520657715364433
TX-03287,2025-10,740.7948936093156,78.73787659355878,662.0570170157569,0.9,0.13120226862403772,0.17711011476441396
TX-03287,2025-11,1106.4926196412416,117.60728926263764,988.885330378604,0.7,0.1870123589717511,0.16901365237518365
TX-03287,2025-12,1897.4879037838336,201.68088319017977,1695.8070205936538,0.58,0.3114835972880335,0.16415577494164538
TX-02968,2025-01,2219.7772461450268,299.3313873893105,1920.4458587557162,0.55,0.477566929951534,0.21514182595614043
TX-02968,2025-02,565.5084892762658,76.25739968704873,489.25108958921703,0.6,0.12317588958499916,0.21781439522267632
TX-02968,2025-03,749.9435185263903,101.1280002324428,648.8155182939475,0.75,0.16936132193674594,0.22583210302228401
TX-02968,2025-04,3223.292990347163,434.65296548941177,2788.6400248577515,0.9,0.7537664560162138,0.23384981082189174
TX-02968,2025-05,956.0746263528935,128.92426249117017,827.1503638617232,1.05,0.23124339749295156,0.24186751862149944
TX-02968,2025-06,1191.8537985892187,160.71849178402752,1031.1353068051912,1.2,0.29782665632132355,0.2498852264211071
TX-02968,2025-07,379.07554049490864,51.11738470999733,327.9581557849113,1.25,0.095738482906496,0.2525577956876431
TX-02968,2025-08,775.6884697471293,104.59964225443262,671.0888274926966,1.22,0.1946623213608645,0.25095425412772154
TX-02968,2025-09,1589.8707400910985,214.3900768546062,1375.4806632364923,1.1,0.38878713051249314,0.2445400878880354
TX-02968,2025-10,1661.1286340933466,223.99902491963192,1437.1296091737147,0.9,0.3884546168335565,0.2338498108218917
TX-02968,2025-11,1502.1208621709166,202.5572261725362,1299.5636359983803,0.7,0.33521259124684405,0.22315953375574807
TX-02968,2025-12,3076.686804892301,414.88348953489015,2661.803315357411,0.58,0.6668576122582002,0.21674536751606194
TX-04713,2025-01,1094.1732080904962,130.93103688893356,963.2421712015627,0.55,0.21245919832939575,0.1941732778306374
TX-04713,2025-02,105.54167152068209,12.629335451660253,92.91233606902183,0.6,0.020747948360397075,0.1965853682384714
TX-04713,2025-03,1550.9282852141391,185.587297351068,1365.3409878630712,0.75,0.31611274578029286,0.20382163946197338
TX-04713,2025-04,2543.0991876979974,304.3125266590921,2238.7866610389055,0.9,0.5367412012214691,0.21105791068547544
TX-04713,2025-05,1114.9239016557326,133.41410794621376,981.5097937095188,1.05,0.24338140100270333,0.2182941819089774
TX-04713,2025-06,651.4518558037057,77.95408106587881,573.497774737827,1.2,0.1469222322334044,0.22553045313247944
TX-04713,2025-07,1718.3018561923682,205.61556621558086,1512.6862899767873,1.25,0.39167409567053024,0.2279425435403134
TX-04713,2025-08,337.20957965432245,40.3511981344093,296.85838151991317,1.22,0.07637638129705784,0.22649528929561305
TX-04713,2025-09,1724.4209515695304,206.34778986776874,1518.0731617017616,1.1,0.3805905201259199,0.22070627231681145
TX-04713,2025-10,1082.3232400646996,129.51304512195736,952.8101949427422,0.9,0.2284328817343897,0.2110579106854754
TX-04713,2025-11,892.9960156487203,106.85775652523843,786.1382591234819,0.7,0.17985792481895196,0.20140954905413938
TX-04713,2025-12,511.8394969047591,61.247776453421906,450.59172045133715,0.58,0.10012631472168218,0.1956205320753378
TX-09033,2025-01,1829.0037671135128,232.74098998902497,1596.262777124488,0.55,0.41062638652070926,0.2245082234952142
TX-09033,2025-02,1124.533532566289,143.0970522594283,981.4364803068607,0.6,0.25560326200082356,0.22729714552621066
TX-09033,2025-03,1511.7581308603908,192.3714375699089,1319.3866932904818,0.75,0.3562668345406901,0.23566391161919995
TX-09033,2025-04,2037.1879153342577,259.23245251530795,1777.9554628189499,0.9,0.49713634760610115,0.24403067771218936
TX-09033,2025-05,1044.4756872610042,132.9096800364908,911.5660072245133,1.05,0.2636229935813347,0.2523974438051787
TX-09033,2025-06,1264.274035055202,160.87905111346066,1103.3949839417412,1.2,0.32967741984593846,0.26076420989816795
TX-09033,2025-07,1925.5239994741041,245.02320331055748,1680.5007961635467,1.25,0.507477880666171,0.2635531319291645
TX-09033,2025-08,1202.1510449621203,152.97389177190266,1049.1771531902177,1.22,0.3148190496313565,0.2618797787105666
TX-09033,2025-09,1997.9265799026232,254.23644198708982,1743.6901379155333,1.1,0.509843623132849,0.25518636583617516
TX-09033,2025-10,736.4443595151436,93.71264968791633,642.7317098272272,0.9,0.17971501614979968,0.24403067771218934
TX-09033,2025-11,2736.2246601286647,348.1849778996138,2388.039682229051,0.7,0.6371982892384487,0.2328749895882036
TX-09033,2025-12,2475.0061911759876,314.9448905030686,2160.061300672919,0.58,0.5598008026966315,0.2261815767138121
TX-01788,2025-01,1847.9448518039362,442.0775137957659,1405.8673380081702,0.55,0.4642707894899204,0.2512362796090512
TX-01788,2025-02,1021.7562860394671,244.4312546430077,777.3250313964594,0.6,0.25989109577260816,0.25435722718183446
TX-01788,2025-03,539.3034800870629,129.01572329150244,410.2877567955604,0.75,0.1422251514659728,0.2637200699001842
TX-01788,2025-04,1123.4780137853638,268.7657949606031,854.7122188247607,0.9,0.3068026482673925,0.27308291261853385
TX-01788,2025-05,4282.10748388893,1024.3938981382046,3257.7135857507255,1.05,1.209463082720731,0.28244575533688365
TX-01788,2025-06,3164.6654738372927,757.0720756648013,2407.593398172491,1.2,0.9234765952342611,0.2918085980552333
TX-01788,2025-07,1702.9377929258433,407.38797205479574,1295.5498208710476,1.25,0.5022466695003964,0.2949295456280166
TX-01788,2025-08,2411.4412016945457,576.8808144188624,1834.5603872756833,1.22,0.7066896689852479,0.29305697708434664
TX-01788,2025-09,2499.3397797262405,597.9084900037167,1901.4312897225238,1.1,0.7137282203473958,0.28556670290966696
TX-01788,2025-10,2230.9077168515123,533.6924075470964,1697.2153093044158,0.9,0.6092227771009745,0.2730829126185339
TX-01788,2025-11,2288.778474405413,547.5366305475458,1741.241843857867,0.7,0.5964536616318983,0.26059912232740096
TX-01788,2025-12,1247.2475879530805,298.37476601740286,948.8728219356776,0.58,0.3156894003480639,0.2531088481527211
TX-01699,2025-01,759.0779025045092,95.75776985794975,663.3201326465595,0.55,0.21127323379534624,0.2783287895725448
TX-01699,2025-02,971.7547896029643,122.58698506983382,849.1678045331305,0.6,0.27382717701426773,0.2817862900641292
TX-01699,2025-03,920.0720969450606,116.0672070959976,804.004889849063,0.75,0.26880715197211436,0.29215879153888236
TX-01699,2025-04,1443.8391754882157,182.14048784995578,1261.6986876382598,0.9,0.4368065326641914,0.3025312930136356
TX-01699,2025-05,1178.3026267415473,148.6430198827511,1029.6596068587962,1.05,0.3686953629630659,0.31290379448838884
TX-01699,2025-06,424.9994633721524,53.613734070069256,371.3857293020831,1.2,0.1373922523052725,0.32327629596314206
TX-01699,2025-07,369.3629147522596,46.5951766850416,322.767738067218,1.25,0.12068334740658927,0.3267337964547265
TX-01699,2025-08,939.332430001961,118.49690045706758,820.8355295448935,1.22,0.3049630055844886,0.32465929615977585
TX-01699,2025-09,943.9973651392476,119.08538259283348,824.911982546414,1.1,0.2986442288931351,0.3163612949799733
TX-01699,2025-10,731.9043834131348,92.32982711479109,639.5745562983437,0.9,0.2214239794763234,0.3025312930136356
TX-01699,2025-11,2047.5501485950874,258.29870064043195,1789.2514479546555,0.7,0.5911303713834887,0.288701291047298
TX-01699,2025-12,685.303766938711,86.45115367050656,598.8526132682044,0.58,0.19216143080820192,0.28040328986749546
TX-03226,2025-01,355.0842874136951,78.87739091881049,276.20689649488463,0.55,0.09034993053058024,0.2544464335176763
TX-03226,2025-02,2543.414954984072,564.9868011177166,1978.4281538663556,0.6,0.6552021544903641,0.2576072587787655
TX-03226,2025-03,1166.3233709305712,259.083681614596,907.2396893159752,0.75,0.31151299955534173,0.26708973456203294
TX-03226,2025-04,447.954220074531,99.50724766760516,348.44697240692585,0.9,0.12389168877951817,0.2765722103453004
TX-03226,2025-05,647.0955049362569,143.7439135266384,503.35159140961855,1.05,0.18510470155974812,0.2860546861285679
TX-03226,2025-06,1596.3459268830672,354.60764156457066,1241.7382853184965,1.2,0.4717795446605397,0.2955371619118352
TX-03226,2025-07,1348.0861275336438,299.4599317480121,1048.6261957856318,1.25,0.4026706128300417,0.29869798717292445
TX-03226,2025-08,1087.7269086314725,241.62449206059927,846.1024165708732,1.22,0.322838969388067,0.2968014920162709
TX-03226,2025-09,819.3569541113343,182.0095708605352,637.3473832507991,1.1,0.23697074049398126,0.289215511389657
TX-03226,2025-10,1901.661381411924,422.4295286884279,1479.231852723496,0.9,0.5259466915853931,0.2765722103453004
TX-03226,2025-11,960.7724849315596,213.4232055998903,747.3492793316693,0.7,0.25357563403434397,0.2639289093009438
TX-03226,2025-12,705.6274093139449,156.7460205374801,548.8813887764647,0.58,0.1808825966564167,0.25634292867432984
TX-00404,2025-01,953.2350860465266,374.90426880583476,578.3308172406919,0.55,0.21932688248424093,0.23008687541483944
TX-00404,2025-02,2253.93462492202,886.4651803755564,1367.4694445464634,0.6,0.5250430208927513,0.23294509746968212
TX-00404,2025-03,1137.2873297634019,447.29141953370936,689.9959102296925,0.75,0.27467736706863904,0.24151976363421035
TX-00404,2025-04,1791.2673927505782,704.4996580015852,1086.767734748993,0.9,0.4479859972070288,0.25009442979873847
TX-00404,2025-05,3092.902553263888,1216.4285465280293,1876.4740067358587,1.05,0.8000383073552491,0.25866909596326665
TX-00404,2025-06,1393.9734649057718,548.2452442688691,845.7282206369027,1.2,0.372530713067736,0.2672437621277948
TX-00404,2025-07,828.8049821382617,325.9663123604452,502.8386697778165,1.25,0.22386187017599998,0.2701019841826376
TX-00404,2025-08,566.7207871060465,222.88944817195832,343.8313389340882,1.22,0.1521005207633027,0.268387050949732
TX-00404,2025-09,1050.0429483599828,412.9784871875853,637.0644611723975,1.1,0.2746149160884145,0.2615273180181094
TX-00404,2025-10,384.63192747414956,151.27449003910945,233.3574374350401,0.9,0.09619430258403716,0.25009442979873847
TX-00404,2025-11,1484.1130762660557,583.6968611702426,900.4162150958131,0.7,0.3542007146597544,0.2386615415793676
TX-00404,2025-12,1534.9585484616628,603.6942205358536,931.2643279258092,0.58,0.35580616773273077,0.231801808647745
TX-03535,2025-01,2919.3953475980657,0.0,2919.3953475980657,0.55,0.5671300958851498,0.19426286212032107
TX-03535,2025-02,1647.7906088714776,0.0,1647.7906088714776,0.6,0.3240809735171468,0.1966760653764741
TX-03535,2025-03,1868.9075601316606,0.0,1868.9075601316606,0.75,0.3810995469077176,0.20391567514493328
TX-03535,2025-04,2387.396245912991,0.0,2387.396245912991,0.9,0.5041113345069211,0.21115528491339242
TX-03535,2025-05,3088.5680572626134,0.0,3088.5680572626134,1.05,0.6745274955835995,0.2183948946818516
TX-03535,2025-06,2068.3924303010467,0.0,2068.3924303010467,1.2,0.4667007010197506,0.22563450445031077
TX-03535,2025-07,610.348089084689,0.0,610.348089084689,1.25,0.13918848261878394,0.22804770770646388
TX-03535,2025-08,2724.0497958995725,0.0,2724.0497958995725,1.22,0.6172691001307254,0.226599785752772
TX-03535,2025-09,1518.2496519861986,0.0,1518.2496519861986,1.1,0.33524181785011004,0.22080809793800468
TX-03535,2025-10,1214.5840199213949,0.0,1214.5840199213949,0.9,0.25646583477775564,0.21115528491339244
TX-03535,2025-11,1591.7982926701727,0.0,1591.7982926701727,0.7,0.32075129072137987,0.20150247188878023
TX-03535,2025-12,2083.5323994289247,0.0,2083.5323994289247,0.58,0.4077697595358442,0.19571078407401288
TX-06047,2025-01,1795.3318538598196,824.6219697632912,970.7098840965284,0.55,0.45947612857601494,0.25592824389996655
TX-06047,2025-02,395.9759356134976,181.87749262201874,214.09844299147886,0.6,0.10260032552793796,0.2591074767434444
TX-06047,2025-03,1115.2369590997146,512.2445167941839,602.9924423055306,0.75,0.29960302834924946,0.26864517527387793
TX-06047,2025-04,438.07092661042816,201.21233276225684,236.85859384817132,0.9,0.12186382929460651,0.27818287380431145
TX-06047,2025-05,2904.0903786022695,1333.8908476586364,1570.1995309436331,1.05,0.8355665458432713,0.287720572334745
TX-06047,2025-06,907.2099035588377,416.69467182520486,490.51523173363285,1.2,0.26967564724366544,0.29725827086517853
TX-06047,2025-07,1459.484940703297,670.3626095950642,789.1223311082329,1.25,0.4384840122852749,0.30043750370865635
TX-06047,2025-08,2356.880577001041,1082.5494460675864,1274.3311309334545,1.22,0.7035994738104763,0.2985299640025696
TX-06047,2025-09,1714.7324035681547,787.6014727902894,927.1309307778653,1.1,0.49881532213076196,0.2908998051782228
TX-06047,2025-10,1750.9417840549374,804.2329666262199,946.7088174287176,0.9,0.4870820173524506,0.27818287380431145
TX-06047,2025-11,1686.6286195088576,774.692997001284,911.9356225075736,0.7,0.44774245600800355,0.26546594243040006
TX-06047,2025-12,245.63083852773678,112.82180810521432,132.80903042252248,0.58,0.06333241972961096,0.25783578360605325
TX-03048,2025-01,2151.6602420585828,788.1368192531892,1363.5234228053937,0.55,0.5278405086521415,0.24531777756284356
TX-03048,2025-02,367.2538256465009,134.5222895073217,232.7315361391792,0.6,0.09121307109549948,0.24836520337107762
TX-03048,2025-03,846.0207443211345,309.8909787976276,536.1297655235069,0.75,0.21785667057110594,0.2575074807957799
TX-03048,2025-04,1078.2216178078643,394.9443967492248,683.2772210586395,0.9,0.28750753369656407,0.2666497582204821
TX-03048,2025-05,627.1555432433005,229.72231645451532,397.4332267887852,1.05,0.17296450393723128,0.27579203564518434
TX-03048,2025-06,364.6853477733301,133.5814755527234,231.1038722206067,1.2,0.1039113690544465,0.28493431306988665
TX-03048,2025-07,1016.0503628705425,372.1715378389351,643.8788250316074,1.25,0.2926039502872043,0.2879817388781207
TX-03048,2025-08,3412.2703214482644,1249.88872546406,2162.3815959842045,1.22,0.9764323563075233,0.2861532833931802
TX-03048,2025-09,744.2523311061904,272.61398128479885,471.6383498213915,1.1,0.2075269191911014,0.2788394614534184
TX-03048,2025-10,1629.3023874439473,596.801100908541,1032.5012865354063,0.9,0.4344530876799828,0.26664975822048215
TX-03048,2025-11,892.4647464713452,326.9030643548876,565.5616821164576,0.7,0.2270966284615446,0.25446005498754576
TX-03048,2025-12,538.2366077206722,197.1519851148727,341.0846226057995,0.58,0.13302315008658194,0.247146233047784
TX-08863,2025-01,1613.8320109562499,0.0,1613.8320109562499,0.55,0.3753406301913867,0.23257726184832878
TX-08863,2025-02,2076.8041119036047,0.0,2076.8041119036047,0.6,0.48901763006166565,0.23546642038060617
TX-08863,2025-03,2004.0022263556657,0.0,2004.0022263556657,0.75,0.4892448710676688,0.2441338959774383
TX-08863,2025-04,211.1802123567807,0.0,211.1802123567807,0.9,0.053386647333139844,0.2528013715742704
TX-08863,2025-05,3610.075893193922,0.0,3610.075893193922,1.05,0.943922381993603,0.2614688471711025
TX-08863,2025-06,1103.1162422904806,0.0,1103.1162422904806,1.2,0.2979917652779325,0.27013632276793464
TX-08863,2025-07,2302.1287447110926,0.0,2302.1287447110926,1.25,0.628539808539799,0.27302548130021204
TX-08863,2025-08,2026.6638928193815,0.0,2026.6638928193815,1.22,0.5498176728039744,0.2712919861808456
TX-08863,2025-09,2934.556864416746,0.0,2934.556864416746,1.1,0.7757736003003748,0.2643580057033799
TX-08863,2025-10,1989.5344059333404,0.0,1989.5344059333404,0.9,0.5029570266141498,0.2528013715742704
TX-08863,2025-11,586.3047060170129,0.0,586.3047060170129,0.7,0.14144292486593651,0.2412447374451609
TX-08863,2025-12,2765.4905104934737,0.0,2765.4905104934737,0.58,0.6479841749007037,0.2343107569676952
TX-07147,2025-01,2506.4160547539964,366.4019914823314,2140.014063271665,0.55,0.6151119192600545,0.24541492945409157
TX-07147,2025-02,1002.1894903135578,146.5056946140537,855.6837956995041,0.6,0.24900757068064727,0.2484635621181176
TX-07147,2025-03,1438.75070098186,210.3246670026994,1228.4260339791606,0.75,0.37063579131310226,0.2576094601101955
TX-07147,2025-04,1153.2559455476105,168.58943842783407,984.6665071197765,0.9,0.30763720273812883,0.26675535810227347
TX-07147,2025-05,2091.1821167687035,305.70075972941123,1785.4813570392923,1.05,0.5769597727385299,0.2759012560943514
