vehicle_id,model,metro,has_fsd,fsd_engagement,annual_miles,fsd_miles,manual_miles,wheel_inch,aggression,alignment_quality,heat_share,ntwr_manual_mm_per_1k,ntwr_fsd_mm_per_1k,ntwr_blended_mm_per_1k,ntwr_front_manual,ntwr_rear_manual,ntwr_front_fsd,ntwr_rear_fsd,wai_manual,wai_fsd,lsd_manual_min_per_100mi,lsd_fsd_min_per_100mi,lai_manual_events_per_100mi,lai_fsd_events_per_100mi,ssp_manual,ssp_fsd,tps_hours_overpressure,tread_loss_mm_year,miles_to_replace,life_if_100pct_manual,life_if_100pct_fsd,tci_manual_usd_per_1k,tci_fsd_usd_per_1k,tci_blended_usd_per_1k,tire_set_cost_usd,usable_tread_mm
TX-00011,Model Y,Austin,False,0.0,21354.272666432033,0.0,21354.272666432033,20,0.1317614120256105,0.8394672220001773,0.4383522543364488,0.23409407586963127,0.21362696494153077,0.2340940758696313,0.22707125359354233,0.2411168981457202,0.21149069529211545,0.2028174405154893,0.05248876170719085,0.01771188818879836,11.662424820255245,8.035224301384298,7.154600564730607,7.107566247121019,1.3407199404153491,1.1697684314817,359.65163807147434,4.998908725716533,6839.520685585935,28193.793352017965,30894.976211483438,34.75942338670283,31.720367521621238,34.759423386702835,980.0,6.6
TX-00012,Model X,Houston,True,0.5023860959622447,20878.679910746898,10489.158489205482,10389.521421541416,18,0.4712421749891309,0.8583415195230616,0.34852683244251137,0.25071971912314667,0.23646257850177463,0.24355712990679082,0.24319812754945225,0.2582413106968411,0.23409795271675687,0.2244975720295848,0.05879885476537901,0.033745096553183564,16.930972453262104,14.29640681810766,17.565693401697374,12.30903549751668,1.539760727145505,1.2994532988283278,365.98218033006856,5.085151355304086,7040.847645692758,27121.919343966823,28757.192969326294,55.30582039481176,52.160862904803224,53.72583747943916,1500.0,6.8
TX-00013,Model 3,DFW,True,0.6356273242045526,13190.124051412475,8384.003256725424,4806.120794687051,19,0.21082549316610089,0.9145349492486003,0.5303325434425651,0.22065384900441892,0.18477112302966836,0.19784580790792305,0.21403423353428636,0.2272734644745515,0.1829234117993717,0.17542170420436712,0.06508462888556865,0.03904350501376737,18.20544480800462,14.533472286267623,11.401418638567488,7.581416333980811,1.4408225283257887,1.3022564952228222,415.76076543930117,2.6096107493574277,19158.299540046915,29004.7059177827,34637.44710244774,29.650360959968793,24.828619657111684,26.58553043762716,860.0,6.4
TX-00014,Model S,DFW,False,0.0,12950.503189274124,0.0,12950.503189274124,18,0.3882963038204146,1.0,0.3765158197857462,0.2678809645710008,0.2341006527598829,0.2678809645710008,0.2598445356338708,0.2759173935081308,0.23175964623228407,0.2222551597302328,0.03919196216145694,0.02442136123771811,12.733665235606992,12.656225440661212,17.757351134299963,13.98988574373067,1.2957592163466647,1.1647334257747888,383.6996178567806,3.4691932860225747,12433.905930238681,25384.409119512806,29047.334639321834,55.15196329402958,48.19719321527001,55.15196329402958,1400.0,6.8
TX-00015,Model Y,Other TX,True,0.23804081705247818,4557.26838942981,1084.8158909473032,3472.4524984825066,20,0.2568332011146723,0.7466113700760879,0.44930708478074344,0.22100348064114603,0.199025632671441,0.21577185575338229,0.21437337622191163,0.22763358506038042,0.1970353763447266,0.18895493565826607,0.06085400026775916,0.039873429145035694,16.75937823878632,12.109010615884795,12.30105493293365,11.011017005424025,1.534436321626498,1.3326654989633222,347.42924760699765,0.9833302575534977,26030.594781861208,29863.78305379152,33161.55769189554,32.815668337624714,29.552290911820027,32.038851308835554,980.0,6.6
TX-00016,Model Y,DFW,True,0.12357989559469632,8734.605493400992,1079.4216349353555,7655.183858465636,21,0.06817080293204733,0.7117213833803757,0.3432987078771335,0.2396407242214402,0.2017841572963259,0.23496241363326095,0.23245150249479699,0.2468299459480834,0.19976631572336265,0.1915738789371318,0.08647665253519939,0.05821671565033982,8.675827942241805,9.94550704037828,8.719049061115228,6.044429907553932,1.2236470648843596,0.9818599088182253,338.84026243045247,2.0523039888638372,19354.993595845477,27541.228734984394,32708.216980125493,35.58301662681991,29.961890022787784,34.88835838796905,980.0,6.6
TX-00017,Model 3,Austin,False,0.0,16188.270424787743,0.0,16188.270424787743,19,0.2759825856815267,0.7901423956522773,0.3094915690503802,0.18694548574763697,0.1546557830831581,0.18694548574763697,0.18133712117520787,0.19255385032006608,0.15310922525232654,0.1468302004591503,0.08852887056599565,0.05004651290903155,13.763098369635033,12.259970493560594,9.922883577564793,5.884362437047985,1.308319298935729,1.0064204433527144,305.20196684081316,3.02632407797605,18046.30857242614,34234.57899721389,41382.22232891694,25.120799647338714,20.781870851799372,25.120799647338714,860.0,6.4
TX-00018,Model Y,San Antonio,False,0.0,20550.921846628662,0.0,20550.921846628662,20,0.4235126022730037,0.7181707957398678,0.3767023450525978,0.2642369922952054,0.22508274117202842,0.2642369922952054,0.25630988252634923,0.2721641020640616,0.22283191376030814,0.21369355446872376,0.07433724177809932,0.03721438808547196,18.520905857408493,16.504248159784897,19.954905753008482,15.944061863199115,1.6059197381207266,1.26722508816996,328.0820064850543,5.430313777646986,4426.655829650987,24977.57767627965,29322.550301427545,39.235189765045654,33.42137671948301,39.235189765045654,980.0,6.6
TX-00019,Model S,DFW,True,0.29418631236015996,17422.850785615272,5125.564223421473,12297.2865621938,20,0.1968108860425861,0.7424039198225595,0.5037040543378073,0.2446707248404376,0.21366306365754967,0.23554869534213052,0.23733060309522444,0.2520108465856507,0.21152643302097418,0.20285171263647764,0.06835283717513983,0.03535078277441204,13.432504591711108,10.901211530159195,13.46890404809302,13.01741623186382,1.3618431895960228,0.9458693070773956,368.0658189170834,4.103929771692291,11445.914503545484,27792.45455063997,31825.809681821087,50.37338452597245,43.9894542824367,48.49531962926216,1400.0,6.8
TX-00020,Model 3,Austin,True,0.3938756564560515,13146.945002368731,5178.26159319959,7968.683409169142,18,0.053139530837161324,0.832249352074695,0.2594304775556572,0.1925912837930739,0.16109723645383062,0.18018654522287147,0.18681354527928165,0.19836902230686612,0.1594862640892923,0.1529457162892668,0.06559839615159077,0.05402156639809628,4.96417475015975,3.369483361156375,1.0,1.0,1.3460940491091244,1.1726552064827742,325.3688672092727,2.368902600211918,22371.800262900022,33230.995058303684,39727.559211322645,25.8794537596943,21.647441148483487,24.21256701432335,860.0,6.4
TX-00021,Model 3,DFW,True,0.44906671436089934,26489.412653261013,11895.513505549956,14593.899147711058,19,0.2755608483344719,0.7688023059187213,0.3342158146756245,0.1959180870050358,0.1744677155800435,0.18628543918739357,0.19004054439488471,0.20179562961518688,0.17272303842424308,0.1656396491716933,0.06892520769043498,0.0547566105281781,13.154027971700192,10.916070628942158,10.740829246816766,6.015592626712177,1.2822847900012793,1.0863641461678277,335.3131729203317,4.934591869928829,7866.466302806665,32666.713409852237,36683.00452448902,26.326492941301687,23.444099281068347,25.03210589080601,860.0,6.4
TX-00022,Model Y,DFW,True,0.3327681329097731,19192.145948719248,6386.53457388717,12805.611374832079,18,0.17518173739038323,0.9809066697681035,0.37695452224208825,0.22060769904438182,0.21286337893472787,0.2180306361008367,0.21398946807305036,0.22722593001571328,0.2107347451453806,0.20209249196063062,0.0553130916747638,0.023556280998170028,11.152136202204249,7.296426948036087,9.700578728259401,7.171455233396294,1.2597608886238478,1.0115233611319752,381.7328086774447,4.184475789339353,11078.829351043558,29917.3602217401,31005.803032112042,32.75690076719609,31.60698656909596,32.37424596648788,980.0,6.6
TX-00023,Cybertruck,DFW,False,0.0,11761.722924017084,0.0,11761.722924017084,19,0.23138675970457473,0.6990109567249768,0.3107340369890806,0.26020125619881895,0.24027189970075585,0.26020125619881895,0.2523952185128544,0.2680072938847835,0.2378691807037483,0.22811414157589757,0.07697726137395275,0.05619314987465494,13.65685447732496,12.134808123952642,10.35851248574123,10.809617971131729,1.5543671901487777,1.3934861265975833,396.7577405412921,3.0604150798916914,15909.16577645292,27670.888700470005,29966.05099875252,65.05031404970474,60.06797492518896,65.05031404970474,1800.0,7.2
TX-00024,Model X,Other TX,False,0.0,28974.855832414225,0.0,28974.855832414225,18,0.2484744817321741,0.8352432795609461,0.2921733356370587,0.22871511159913233,0.21081177163446851,0.22871511159913233,0.22185365825115835,0.2355765649471063,0.20870365391812382,0.2001446959897644,0.0782669682664303,0.06099789811889651,11.878677915655562,7.7912874864322745,11.47819729403161,7.523482009761544,1.4347925201919562,1.2339664165854232,273.6241676849247,6.6269873852793895,874.4503089526453,29731.310504389938,32256.2632403217,50.45186285274978,46.502596684073936,50.45186285274978,1500.0,6.8
TX-00025,Model 3,DFW,True,0.39057665467953656,9198.414693629575,3592.6860393929337,5605.728654236641,21,0.3025675653972355,0.6660449701212546,0.45349708324135796,0.2744826813835968,0.22197652758101785,0.2539750034812963,0.2662482009420889,0.28271716182510476,0.21975676230520766,0.21074451528541832,0.11907863802609542,0.07597597694850239,11.100771150858732,9.091135076423736,15.871395350293115,11.246551321292756,1.5204346894741196,1.3653657369100154,362.8240436524243,2.3361674038369786,16000.915603736956,23316.589475661054,28831.877269834775,36.88361031092082,29.828095893699274,34.12789109279919,860.0,6.4
TX-00026,Model Y,DFW,True,0.2662066979856097,8065.095947287682,2146.9825610645767,5918.113386223105,19,0.35873114476032325,0.8839816940930835,0.3276154120927359,0.20854398515950484,0.1807043582196437,0.20113288999869317,0.2022876656047197,0.21480030471428999,0.17889731463744726,0.17156071769372971,0.07066240561882553,0.04249533556953909,16.23094125557676,12.50524641977235,15.551825755060289,12.891023496501957,1.4325924995765695,1.385077546863677,346.6366639319517,1.6221560559947195,24749.030076769755,31647.99979703078,36523.74555337392,30.96562203883557,26.83185925079558,29.865186696775655,980.0,6.6
TX-00027,Model 3,Other TX,True,0.7374826730165842,11649.960622359396,8591.644100315556,3058.3165220438405,21,0.4498692567083265,0.8821049456406377,0.32117686180724353,0.24045000793460708,0.2272752771988509,0.23073387229532788,0.23323650769656887,0.2476635081726453,0.2250025244268624,0.21577514817258903,0.048537153383717654,0.03605806111156167,19.24402642538607,15.54180902619171,16.58099112048448,14.341878506720418,1.560948277929091,1.3258221657840237,352.18729565493277,2.688040526485071,16087.62266497138,26616.75936288822,28159.68405749835,32.31046981621282,30.54011537359559,31.00486408968468,860.0,6.4
TX-00028,Model Y,DFW,True,0.332707620079513,10351.853886470799,3444.1406699785566,6907.713216492242,19,0.6792837553976743,1.0,0.3349478983843773,0.24382506843705268,0.2094536572580183,0.2323894380249018,0.2365103163839411,0.25113982049016426,0.2073591206854381,0.19885530220076256,0.0715179553061207,0.05879968156561302,23.501781243393722,19.012595626281307,25.172298682965653,19.48333124519735,1.5607824119094733,1.3160860278492361,284.90409369532887,2.4056615071928444,18048.74837882137,27068.58668104463,31510.55028783623,36.20432834368358,31.10069456255423,34.50631049460664,980.0,6.6
TX-00029,Model Y,San Antonio,True,0.8318964857072301,11881.27486890051,9883.990809159965,1997.2840597405448,20,0.687857431765253,0.970741910116164,0.3658717185266863,0.31715574072822156,0.2746604080545904,0.2818040228180682,0.3076410685063749,0.3266704129500682,0.2719138039740445,0.2607625914070281,0.05087368365275169,0.04910678859003709,24.22992474054886,19.41137297891042,24.348574808341084,22.01387612396044,1.5581817508576168,1.3977768888179671,323.0625058956186,3.348191054263379,11539.256655097426,20809.965428485495,24029.673758761073,47.09282210812987,40.78290907477252,41.84362763056165,980.0,6.6
TX-00030,Model 3,Austin,False,0.0,17850.319891986783,0.0,17850.319891986783,18,0.4618720867456486,0.6526999181993238,0.41786311870911536,0.22396084792454085,0.20685918775336468,0.22396084792454085,0.21724202248680463,0.23067967336227707,0.20479059587583104,0.1963921128530444,0.08706440788859537,0.06376562562076005,14.746210152059206,12.060927957697292,19.013891785943134,15.60615492773003,1.7772368268591834,1.5887831817750295,450.4580648696163,3.9977727787336583,10726.103439632112,28576.423331618895,30938.920671150616,30.094738939860175,27.796703354358375,30.094738939860175,860.0,6.4
TX-00031,Model 3,Houston,False,0.0,13340.397469824147,0.0,13340.397469824147,19,0.3868555394413465,0.9128213471163975,0.29104410583215556,0.26727971615414453,0.24018439202145375,0.26727971615414453,0.2592613246695202,0.2752981076387689,0.23778254810123922,0.22803106178516816,0.038663666007647854,0.028078878870310683,16.81393026432794,12.085903383100058,19.13840442754505,13.755226106019137,1.2729920059234134,1.04703765854582,301.92058869202504,3.565617649118066,10604.554627883921,23944.95209770807,26646.194393132504,35.91571185821317,32.274777677882845,35.91571185821317,860.0,6.4
TX-00032,Cybertruck,Austin,True,0.27639517302458577,13460.85463700066,3720.5152464525954,9740.339390548066,18,0.35461760476509524,0.8267089078233242,0.3637460605544618,0.23985845159684568,0.2022581088564193,0.22946589835932182,0.2326626980489403,0.24705420514475107,0.20023552776785508,0.19202384854828444,0.07951242719414683,0.06953228911717904,19.39405555311331,14.610134144046027,12.476582293141027,10.09273956681318,1.3203153570264339,1.0128248877250963,352.0233909287075,3.088807101963599,17916.356754669767,30017.70399194341,35598.07832036637,59.964612899211424,50.56452721410482,57.36647458983046,1800.0,7.2
TX-00033,Model Y,Austin,False,0.0,13780.780046308048,0.0,13780.780046308048,21,0.27721023931707467,0.9159305302666813,0.3333289965434302,0.2338694567816514,0.19126590537671725,0.2338694567816514,0.22685337307820186,0.24088554048510097,0.1893532463229501,0.18158785056465535,0.050608317759701496,0.024145905478638707,14.401014394585713,10.555565341984895,14.201041397368556,10.426265827709587,1.3607669138777116,1.159506946573526,300.5537405104179,3.222903543457484,14440.091934260101,28220.871980568147,34506.9341396766,34.72607085545733,28.40008898017923,34.72607085545733,980.0,6.6
TX-00034,Model Y,DFW,False,0.0,6009.705603490773,0.0,6009.705603490773,18,0.6795587039693689,0.7569472300672941,0.28303085590178,0.2150147249510663,0.1855311696254095,0.2150147249510663,0.2085642832025343,0.2214651666995983,0.1836758579291554,0.17614329244236376,0.08755406380870158,0.0825195212613947,22.181704038182353,17.067104482675408,19.42559501973551,15.812240497683643,1.9790706006023715,1.7537644174958316,303.70724613755436,1.2921751973714506,24685.866532334097,30695.57213582487,35573.53739172512,31.926428856370453,27.54856761104565,31.926428856370453,980.0,6.6
TX-00035,Model 3,Other TX,True,0.6038639523592388,7943.456497502601,4796.7670359755975,3146.689461527004,18,0.44899917357379887,0.9505013627124522,0.3420653136460702,0.23057345874458382,0.20992096832092735,0.2181021642512933,0.2236562549822463,0.23749066250692133,0.20782175863771807,0.1992989673238884,0.06302841464689225,0.04287706447855926,17.26405979209838,15.687103316444011,17.15734749394294,13.7569625277416,1.5144562765407408,1.3397968479014843,300.01186183016966,1.7324850537413155,21400.58977535344,27756.880756555576,30487.66424426775,30.98330851880345,28.20813011812461,29.30747832126754,860.0,6.4
TX-00036,Model Y,Other TX,True,0.3631355947490216,11796.828716877095,4283.848412255501,7512.980304621594,19,0.5200108760439631,0.8442286440871041,0.44673918534482204,0.20832459699466682,0.20289462641406697,0.20635278139841098,0.2020748590848268,0.21457433490450684,0.20086568014992628,0.19262815831751517,0.05275421597674139,0.011609931511248336,17.938178321642905,14.057969480577984,21.568483592535145,17.073229718253288,1.4466496129151445,1.1794701550671194,383.46756243648775,2.4343084174082366,20187.232536250373,31681.328538314476,32529.200583808128,30.933046220420227,30.126777861482676,30.640261480370114,980.0,6.6
TX-00037,Model Y,San Antonio,True,0.49752046087249835,10050.924345704885,5000.540512669709,5050.383833035176,21,0.5788503777244594,0.7804936532213148,0.4036106389351373,0.27659980845928367,0.22956591381099983,0.2531994835172409,0.26830181420550514,0.2848978027130622,0.22727025467288983,0.21794987857216322,0.0699898531975113,0.044297335053703236,19.50795234050072,15.301358228361597,23.57489161496683,16.414545630483985,1.699954769530591,1.5690858216617412,397.9089112680548,2.54488885320334,16015.47953600205,23861.1878900543,28749.91278293056,41.07088065001485,34.0870599295121,37.59628694649941,980.0,6.6
TX-00038,Model 3,Austin,True,0.922035900083362,12448.051005874215,11477.54991348483,970.5010923893842,20,0.11258403143793645,0.7217633907424907,0.4337542524137392,0.23360971833832134,0.19173599140374226,0.1950006388343518,0.2266014267881717,0.24061800988847099,0.18981863148970482,0.1820341502387129,0.08307305528245121,0.06179190488155945,9.226791354363082,6.507617478021741,7.980803410457922,8.002778367436486,1.3890801726789275,1.1193468790329368,342.5757457842881,2.4273778983880674,20372.3542925753,27396.120527534338,33379.23127079148,31.391305901711927,25.76452384487786,26.203210843366023,860.0,6.4
TX-00039,Model Y,Houston,False,0.0,22068.13291369194,0.0,22068.13291369194,19,0.18668838560684878,0.6932205418139968,0.20339100209825486,0.23318129644926688,0.22193742565888125,0.2331812964492669,0.22618585755578888,0.2401767353427449,0.21971805140229245,0.21070739192054183,0.08897096119355451,0.06021902091107161,12.454728930252443,11.841306068235813,11.2467398148824,9.60540783988184,1.6010677793560324,1.3513553661057627,301.3736806498774,5.145875843029424,6236.023982682283,28304.156896374225,29738.111904317695,34.62388947276993,32.95434502207631,34.62388947276994,980.0,6.6
TX-00040,Model 3,Houston,True,0.03995524829274573,13152.769717583644,525.5221798033616,12627.247537780282,19,0.8399551809223114,0.745699060888074,0.3274221284392664,0.23524654029238531,0.20114378660934742,0.23388395630151318,0.22818914408361374,0.2423039365011569,0.19913234874325395,0.19096591100691443,0.09230902747194784,0.06199752523799415,28.298162416446996,22.05523547676953,28.70627548990126,20.47203991530412,1.7788780821038181,1.4617294082320438,362.94270227712366,3.0762218178711986,14211.227801550993,27205.501054534157,31818.034789360892,31.611253851789275,27.02869632563106,31.428156628015834,860.0,6.4
TX-00041,Model Y,DFW,True,0.14343977200239658,8498.849566692852,1219.0730441290896,7279.776522563762,19,0.5804227284844216,0.7993495184834442,0.4152066835362299,0.247919983678174,0.2306550811355768,0.24544350999382025,0.24048238416782877,0.2553575831885192,0.22834853032422103,0.2189839340301166,0.0809616898044081,0.05721626722370482,19.06810512081481,14.513595032047471,21.404147450672184,18.65388984138796,1.6034614193204744,1.3899386671503347,303.0844087608107,2.0859874685585518,18391.248281753717,26621.49255611233,28614.153945824346,36.81236121281978,34.24878477467656,36.444642393021795,980.0,6.6
TX-00042,Model S,Houston,True,0.5948037460238588,10227.751487911006,6083.5048984105615,4144.246589500444,21,0.22097659550200557,0.9573122485168245,0.3497789588344224,0.2910991870823326,0.24832706287109804,0.2656581673760925,0.2823662114698626,0.2998321626948026,0.24584379224238706,0.23576171348982045,0.02659885178508578,0.012221765086857173,15.091692039894463,12.94193808597593,10.974441506467471,8.521836313622428,1.287135102638997,1.0263543317940336,307.29850332284883,2.717085716656541,15369.05235653182,23359.73545016026,27383.241767449865,59.93218557577437,51.12616000287313,54.69432857743081,1400.0,6.8
TX-00043,Model 3,Austin,False,0.0,24566.684921291126,0.0,24566.684921291126,19,0.4917528372977054,1.0,0.3830256362337185,0.2466223806559762,0.24085373387548922,0.2466223806559762,0.2392237092362969,0.2540210520756555,0.23844519653673432,0.22866653494138944,0.045120700496681716,0.013063783892430372,19.577622540966175,19.195637407899113,21.46329682838977,14.462360328266815,1.4285074253376728,1.1690416513823993,333.3292224036085,6.058694320114091,1383.9201413030353,25950.605062594164,26572.143586980965,33.1398824006468,32.36472048951886,33.1398824006468,860.0,6.4
TX-00044,Model Y,Austin,True,0.636731411033773,23082.21887510619,14697.173794136752,8385.04508096944,19,0.1958117989051833,0.7130900169876625,0.38386219444419595,0.21599154466249917,0.1857053070810942,0.1967073458723871,0.2095117983226242,0.22247129100237414,0.18384825401028326,0.1763086185427908,0.09052754559849267,0.07670128884659208,14.036843059818947,9.911541779647754,8.233241097089383,7.475077291312603,1.4702237964643032,1.3157718240933838,393.69259822642135,4.540442011767656,10470.163069397884,30556.751702076708,35540.17978128055,32.07147178321958,27.574424384768534,29.208060447718086,980.0,6.6
TX-00045,Model S,Houston,False,0.0,16630.640179459668,0.0,16630.640179459668,19,0.2228912944534595,0.7911366400970071,0.2636849497397328,0.2235128524439504,0.20253288330693842,0.2235128524439504,0.21680746687063188,0.2302182380172689,0.20050755447386903,0.19228471941160732,0.07288685221043072,0.051405123248281705,11.111837739604535,10.468524600479817,12.925176820548483,12.786428257324216,1.6580646778361632,1.4184902103915602,392.54930084720354,3.7171618244800015,13792.666246309356,30423.306425769024,33574.794813416076,46.017351973754494,41.697946563193206,46.017351973754494,1400.0,6.8
TX-00046,Model S,Houston,False,0.0,7813.246876624266,0.0,7813.246876624266,20,0.32250381750363905,0.7369356600095421,0.34619828799053404,0.2728184313901766,0.23043026176075715,0.27281843139017664,0.2646338784484713,0.28100298433188187,0.22812595914314956,0.21877049051566283,0.10019302105081399,0.08077092935029076,14.813537084574262,11.961859546692324,11.28636075471655,9.105761352666963,1.6554726204976642,1.4140159885442105,340.2710965451674,2.131597756944829,17111.755313843016,24925.002190467287,29510.012912540366,56.16850058033047,47.441524480155884,56.16850058033049,1400.0,6.8
TX-00047,Model Y,Austin,True,0.6996742227711087,15030.348834806291,10516.34763897173,4514.00119583456,19,0.1568261629194481,0.6774483477118846,0.30887079497491454,0.20681425011444696,0.18846289546910103,0.19397428031616756,0.20060982261101354,0.21301867761788038,0.18657826651441,0.1789266729583645,0.08855354828784101,0.06808118620084369,11.096793385022643,9.397763441509303,10.990801559788691,10.444747911465544,1.6785414768450402,1.4970644967701123,298.43667877510427,2.915501098132498,18994.78062690563,31912.694586314476,35020.15600244286,30.708782592751216,27.983884478745306,28.802241622703672,980.0,6.6
